"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","zip.code","residential.units","commercial.units","total.units","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price","gross.square.feet","land.square.feet","furnished.at.time.of.sale","year_group"
"128",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6122,54,NA,"A5"," 347 97TH   STREET                         ",11209,1,0,1,1910,1," A5 ","8/26/15",780000,1238,1960,1,"< 1940"
"129",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6123,55,NA,"A9"," 9540 FT HAMILTON PARKWAY                  ",11209,1,0,1,1950,1," A9 ","10/1/15",749000,1473,1125,1,"1940 - 1979"
"130",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6126,24,NA,"A5"," 340 97TH STREET                           ",11209,1,0,1,1925,1," A5 ","10/22/15",670000,1260,867,0,"< 1940"
"131",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6126,68,NA,"A5"," 9712 BARWELL TERRACE                      ",11209,1,0,1,1925,1," A5 ","5/1/15",549000,980,980,0,"< 1940"
"132",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6126,76,NA,"A5"," 9709 BARWELL TERRACE                      ",11209,1,0,1,1925,1," A5 ","9/11/15",610000,980,980,1,"< 1940"
"133",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6131,35,NA,"A9"," 432 MARINE AVENUE                         ",11209,1,0,1,1925,1," A9 ","6/24/15",710000,1410,1883,1,"< 1940"
"134",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6131,36,NA,"S1"," 434 MARINE AVENUE                         ",11209,1,1,2,1925,1," S1 ","10/7/15",374000,1410,1892,1,"< 1940"
"135",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6138,22,NA,"A2"," 436 100TH STREET                          ",11209,1,0,1,1935,1," A2 ","9/30/15",855000,1554,2074,1,"< 1940"
"136",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6138,67,NA,"A5"," 1 JACKSON COURT                           ",11209,1,0,1,1940,1," A5 ","10/28/15",885000,1782,1318,1,"1940 - 1979"
"137",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6143,67,NA,"A5"," 293 BATTERY AVENUE                        ",11209,1,0,1,1935,1," A5 ","7/10/15",754000,1384,1762,1,"< 1940"
"138",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1604,31,NA,"S1"," 1136 BROADWAY                             ",11221,1,1,2,1916,1," S1 ","6/4/15",750000,2306,2145,1,"< 1940"
"139",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1610,66,NA,"A5"," 299 VAN BUREN STREET                      ",11221,1,0,1,1899,1," A5 ","2/19/15",350000,1520,1900,1,"< 1940"
"140",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1612,58,NA,"A9"," 499 VAN BUREN STREET                      ",11221,1,0,1,1899,1," A9 ","2/26/15",550000,2000,2500,1,"< 1940"
"141",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1612,66,NA,"A4"," 475 VAN BUREN STREET                      ",11221,1,0,1,1899,1," A4 ","11/6/15",759000,1600,2000,1,"< 1940"
"142",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1613,4,NA,"A9"," 11 PATCHEN AVENUE                         ",11221,1,0,1,1899,1," A9 ","10/26/15",7e+05,1500,2171,1,"< 1940"
"143",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1613,5,NA,"A9"," 9 PATCHEN AVENUE                          ",11221,1,0,1,1899,1," A9 ","10/26/15",5e+05,1200,1375,1,"< 1940"
"144",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1615,84,NA,"A4"," 795 GREENE AVENUE                         ",11221,1,0,1,1899,1," A4 ","4/6/15",1375000,2400,1600,1,"< 1940"
"145",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1617,26,NA,"A9"," 490 VAN BUREN STREET                      ",11221,1,0,1,1899,1," A9 ","9/30/15",995000,1400,3000,1,"< 1940"
"146",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1622,17,NA,"A4"," 952 GREENE AVENUE                         ",11221,1,0,1,1899,1," A4 ","8/19/15",945000,3420,1900,1,"< 1940"
"147",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1624,54,NA,"A5"," 563 QUINCY STREET                         ",11221,1,0,1,1899,1," A5 ","5/19/15",655000,1863,1775,1,"< 1940"
"148",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","4",1632,7,NA,"V1"," 752 QUINCY STREET                         ",11221,1,0,1,1899,1," A9 ","2/25/15",725000,0,2300,1,"< 1940"
"149",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1632,35,NA,"A4"," 794 QUINCY STREET                         ",11221,1,0,1,1899,1," A4 ","4/28/15",810000,2160,2000,1,"< 1940"
"150",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1642,17,NA,"A9"," 694 MONROE STREET                         ",11221,1,0,1,1899,1," A9 ","9/30/15",575000,1440,2500,1,"< 1940"
"151",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1645,50,NA,"A4"," 703 PUTNAM AVENUE                         ",11221,1,0,1,1899,1," A4 ","9/8/15",615000,2400,2000,1,"< 1940"
"152",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1646,11,NA,"A9"," 650 MADISON STREET                        ",11221,1,0,1,1899,1," A9 ","10/9/15",2205000,2400,5000,1,"< 1940"
"153",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1646,13,NA,"A9"," 652 MADISON STREET                        ",11221,1,0,1,1899,1," A9 ","2/24/15",1900000,2500,6000,1,"< 1940"
"154",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1646,61,NA,"A9"," 753 PUTNAM AVENUE                         ",11221,1,0,1,1899,1," A9 ","7/30/15",1250000,1575,2000,1,"< 1940"
"155",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1648,73,NA,"A5"," 881 PUTNAM AVENUE                         ",11221,1,0,1,1901,1," A5 ","10/8/15",1063000,2250,1875,1,"< 1940"
"156",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1658,35,NA,"A5"," 826 JEFFERSON AVENUE                      ",11221,1,0,1,1899,1," A5 ","3/24/15",596000,2001,1667,1,"< 1940"
"157",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1683,21,NA,"A9"," 456 DECATUR STREET                        ",11233,1,0,1,1899,1," A9 ","5/18/15",320000,1236,2000,1,"< 1940"
"158",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1683,21,NA,"A9"," 456 DECATUR STREET                        ",11233,1,0,1,1899,1," A9 ","4/30/15",205000,1236,2000,1,"< 1940"
"159",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1683,76,NA,"A9"," 301 BAINBRIDGE STREET                     ",11233,1,0,1,1899,1," A9 ","5/19/15",122000,1240,2000,1,"< 1940"
"160",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1683,78,NA,"A9"," 297 BAINBRIDGE STREET                     ",11233,1,0,1,1899,1," A9 ","2/24/15",453500,1288,2025,1,"< 1940"
"161",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1685,76,NA,"A9"," 45 CHAUNCEY STREET                        ",11233,1,0,1,1901,1," A9 ","5/13/15",999000,1382,1900,1,"< 1940"
"162",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1704,61,NA,"A9"," 901 HERKIMER STREET                       ",11233,1,0,1,1899,1," A9 ","10/9/15",620000,540,2500,1,"< 1940"
"163",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1705,41,NA,"S1"," 516 HERKIMER STREET                       ",11213,1,1,2,1920,1," S1 ","2/27/15",1425000,5850,5565,1,"< 1940"
"164",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1706,15,NA,"A5"," 14 HATTIE JONES COURT                     ",11213,1,0,1,1985,1," A5 ","2/26/15",460000,1452,2173,1,"> 1979"
"165",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1709,19,NA,"A9"," 802 HERKIMER STREET                       ",11233,1,0,1,1901,1," A9 ","12/24/15",559500,1193,1800,1,"< 1940"
"166",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1735,22,NA,"A9"," 104 WALWORTH STREET                       ",11205,1,0,1,1910,1," A9 ","10/29/15",983000,850,2500,0,"< 1940"
"167",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1769,27,NA,"A9"," 690A WILLOUGHBY AVENUE                    ",11206,1,0,1,2002,1," A9 ","6/18/15",178000,1584,1567,1,"> 1979"
"168",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1770,6,NA,"S1"," 193A NOSTRAND AVENUE                      ",11205,1,1,2,1931,1," S1 ","4/20/15",9e+05,1760,1750,1,"< 1940"
"169",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1785,11,NA,"A9"," 182 KOSCIUSZKO ST                         ",11216,1,0,1,1899,1," A9 ","4/2/15",456300,1200,2000,1,"< 1940"
"170",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1807,69,NA,"A4"," 385 GATES AVENUE                          ",11216,1,0,1,1899,1," A4 ","10/21/15",575000,2160,2000,1,"< 1940"
"171",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1808,47,NA,"A4"," 332 QUINCY STREET                         ",11216,1,0,1,1899,1," A4 ","5/28/15",610000,2280,1600,1,"< 1940"
"172",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1809,13,NA,"A4"," 354 QUINCY STREET                         ",11216,1,0,1,1899,1," A4 ","6/9/15",950000,2972,1568,1,"< 1940"
"173",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1813,59,NA,"A4"," 261 MONROE STREET                         ",11216,1,0,1,1901,1," A4 ","10/22/15",1300000,2700,2000,1,"< 1940"
"174",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1816,74,NA,"A4"," 401A MONROE STREET                        ",11221,1,0,1,1899,1," A4 ","10/19/15",950000,1752,992,1,"< 1940"
"175",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1823,16,NA,"A5"," 230 MADISON STREET                        ",11216,1,0,1,1910,1," A5 ","10/26/15",1150000,2400,2000,1,"< 1940"
"176",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1823,90,NA,"A5"," 305 PUTNAM AVENUE                         ",11216,1,0,1,1910,1," A5 ","3/16/15",1850000,2400,2000,1,"< 1940"
"177",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1833,10,NA,"A4"," 204 JEFFERSON AVENUE                      ",11216,1,0,1,1899,1," A4 ","3/25/15",1685000,3200,2000,0,"< 1940"
"178",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1836,43,NA,"A4"," 478 JEFFERSON AVENUE                      ",11221,1,0,1,1899,1," A4 ","11/17/15",220000,3152,1750,1,"< 1940"
"179",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1837,46,NA,"B3"," 126 HANCOCK                               ",11216,2,0,2,1901,1," A4 ","8/31/15",2950000,3600,2000,1,"< 1940"
"180",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1856,10,NA,"A4"," 160 MACDONOUGH STREET                     ",11216,1,0,1,1899,1," A4 ","10/2/15",950000,2960,1850,1,"< 1940"
"181",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1856,18,NA,"A9"," 176 MAC DONOUGH STREET                    ",11216,1,0,1,1905,1," A9 ","9/8/15",1600000,3520,2000,0,"< 1940"
"182",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1859,35,NA,"S1"," 1587 FULTON STREET                        ",11213,1,1,2,1910,1," S1 ","7/2/15",1300000,3480,1793,1,"< 1940"
"183",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1949,74,NA,"A4"," 109 CLIFTON PLACE                         ",11238,1,0,1,1915,1," A4 ","2/19/15",2050000,1400,920,1,"< 1940"
"184",3,"BEDFORD STUYVESANT       ","01  ONE FAMILY DWELLINGS","1",1990,21,NA,"A9"," 102 MADISON STREET                        ",11216,1,0,1,1905,1," A9 ","5/8/15",425000,1716,1667,1,"< 1940"
"185",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",5555,63,NA,"A9"," 1933 66TH   STREET                        ",11204,1,0,1,1925,1," A9 ","12/11/15",725500,1518,1700,1,"< 1940"
"186",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",5559,56,NA,"A5"," 6620 17TH   AVENUE                        ",11204,1,0,1,1935,1," A5 ","2/9/15",725000,1944,1440,1,"< 1940"
"187",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",5573,21,NA,"S1"," 6822 NEW UTRECHT AVENUE                   ",11219,1,1,2,1931,1," S1 ","8/5/15",750000,1872,1460,1,"< 1940"
"188",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",5575,33,NA,"A1"," 1656 68TH   STREET                        ",11204,1,0,1,1920,1," A1 ","9/21/15",9e+05,1272,3000,1,"< 1940"
"189",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6159,38,NA,"A1"," 1676 BAY RIDGE AVENUE                     ",11204,1,0,1,1930,1," A1 ","3/25/15",888000,2080,3000,1,"< 1940"
"190",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6160,17,NA,"B3"," 1726 BAY RIDGE AVENUE                     ",11204,2,0,2,1950,1," A5 ","2/12/15",830000,2113,2000,1,"1940 - 1979"
"191",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6170,35,NA,"A1"," 1668 70TH STREET                          ",11204,1,0,1,1925,1," A1 ","12/21/15",990000,1881,3500,1,"< 1940"
"192",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6170,77,NA,"A9"," 1629 71ST   STREET                        ",11204,1,0,1,1935,1," A9 ","8/31/15",675000,1050,1750,1,"< 1940"
"193",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6170,79,NA,"A9"," 1625 71ST   STREET                        ",11204,1,0,1,1935,1," A9 ","10/8/15",670000,1054,1758,1,"< 1940"
"194",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6171,77,NA,"A1"," 1717 71ST STREET                          ",11204,1,0,1,1930,1," A1 ","12/4/15",965000,1498,3458,0,"< 1940"
"195",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6182,9,NA,"A9"," 7103 17TH   AVENUE                        ",11204,1,0,1,1930,1," A9 ","4/27/15",680000,1264,2000,1,"< 1940"
"196",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6186,67,NA,"A1"," 2125 72ND STREET                          ",11204,1,0,1,1950,1," A1 ","7/20/15",815000,1200,3000,1,"1940 - 1979"
"197",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6191,29,NA,"A1"," 1554 72ND STREET                          ",11228,1,0,1,1910,1," A1 ","7/10/15",1150000,2373,4000,1,"< 1940"
"198",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6203,22,NA,"A9"," 1628 73 STREET                            ",11204,1,0,1,1920,1," A9 ","10/20/15",615000,1030,1600,1,"< 1940"
"199",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6203,42,NA,"A9"," 1662 73RD STREET                          ",11204,1,0,1,1910,1," A9 ","5/29/15",588000,986,1650,1,"< 1940"
"200",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6203,42,NA,"A9"," 1662 73RD STREET                          ",11204,1,0,1,1910,1," A9 ","3/17/15",540000,986,1650,1,"< 1940"
"201",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6203,53,NA,"A5"," 1682 73RD STREET                          ",11204,1,0,1,1910,1," A5 ","9/17/15",505000,1098,3500,0,"< 1940"
"202",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6204,39,NA,"A5"," 1780 73RD STREET                          ",11204,1,0,1,1920,1," A5 ","5/28/15",790000,1536,2000,0,"< 1940"
"203",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6212,65,NA,"A1"," 1433 BAY RIDGE PARKWAY                    ",11228,1,0,1,1915,1," A1 ","5/12/15",1050000,1298,4000,1,"< 1940"
"204",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6213,50,NA,"A9"," 1559 BAY RIDGE PARKWAY                    ",11228,1,0,1,1915,1," A9 ","9/22/15",950000,2592,3000,0,"< 1940"
"205",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6225,30,NA,"A9"," 1619 76TH STREET                          ",11214,1,0,1,2004,1," A9 ","2/2/15",785000,2466,2000,1,"> 1979"
"206",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6225,43,NA,"S1"," 7507 NEW UTRECHT AVENUE                   ",11214,1,1,2,1931,1," S1 ","2/26/15",1038000,2240,1847,1,"< 1940"
"207",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6229,29,NA,"A9"," 2058 BAY RIDGE PARKWAY                    ",11204,1,0,1,1925,1," A9 ","11/23/15",860000,1608,2000,1,"< 1940"
"208",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6234,13,NA,"A9"," 1412 76TH   STREET                        ",11228,1,0,1,1930,1," A9 ","8/24/15",7e+05,1218,1329,0,"< 1940"
"209",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6240,66,NA,"A9"," 2031 77TH STREET                          ",11214,1,0,1,1920,1," A9 ","10/20/15",795000,1280,2083,1,"< 1940"
"210",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6246,63,NA,"A9"," 1533 78TH   STREET                        ",11228,1,0,1,1920,1," A9 ","4/30/15",765000,1440,2000,0,"< 1940"
"211",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6246,65,NA,"A5"," 1527 78TH   STREET                        ",11228,1,0,1,1920,1," A5 ","5/7/15",790000,1440,2000,1,"< 1940"
"212",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6247,27,NA,"S1"," 7704 NEW UTRECHT AVENUE                   ",11214,1,1,2,1931,1," S1 ","4/2/15",930000,2400,1949,0,"< 1940"
"213",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6247,77,NA,"S1"," 7710 17TH AVENUE                          ",11214,1,1,2,1931,1," S1 ","8/26/15",820000,1792,1120,1,"< 1940"
"214",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6247,78,NA,"S1"," 7712 17TH   AVENUE                        ",11214,1,1,2,1931,1," S1 ","6/9/15",820000,1792,1120,1,"< 1940"
"215",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6248,22,NA,"A5"," 1738 77TH   STREET                        ",11214,1,0,1,1930,1," A5 ","11/17/15",835000,1400,2000,1,"< 1940"
"216",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6251,26,NA,"A5"," 2046 77TH   STREET                        ",11214,1,0,1,1910,1," A5 ","3/13/15",725000,1400,2000,1,"< 1940"
"217",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6260,42,NA,"S1"," 7802 18TH AVENUE                          ",11214,1,1,2,1925,1," S1 ","7/8/15",1100000,2440,2425,1,"< 1940"
"218",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6281,22,NA,"A9"," 1442 80TH   STREET                        ",11228,1,0,1,1920,1," A9 ","7/1/15",8e+05,1296,2633,1,"< 1940"
"219",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6281,31,NA,"A9"," 1472 80TH   STREET                        ",11228,1,0,1,1920,1," A9 ","11/6/15",830000,1296,3000,1,"< 1940"
"220",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6281,53,NA,"A1"," 1445 81ST STREET                          ",11228,1,0,1,1920,1," A1 ","10/29/15",3e+05,1080,2642,1,"< 1940"
"221",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6293,20,NA,"A1"," 1426 81ST   STREET                        ",11228,1,0,1,1930,1," A1 ","10/27/15",795000,1296,2633,1,"< 1940"
"222",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6293,22,NA,"A1"," 1434 81ST STREET                          ",11228,1,0,1,1930,1," A1 ","11/30/15",745000,1296,2633,1,"< 1940"
"223",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6293,40,NA,"S1"," 8104 15TH   AVENUE                        ",11228,1,1,2,1920,1," S1 ","7/27/15",850000,2240,2000,1,"< 1940"
"224",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6298,51,NA,"A1"," 2061 82ND   STREET                        ",11214,1,0,1,1920,1," A1 ","3/31/15",1050000,1764,2942,1,"< 1940"
"225",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6305,55,NA,"A5"," 1557 83RD   STREET                        ",11228,1,0,1,1945,1," A5 ","7/23/15",780000,1200,2000,1,"1940 - 1979"
"226",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6847,30,NA,"A1"," 2327 80TH   STREET                        ",11214,1,0,1,1925,1," A1 ","7/30/15",1450000,2144,3500,1,"< 1940"
"227",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6849,44,NA,"A1"," 2383 82ND STREET                          ",11214,1,0,1,1925,1," A1 ","6/30/15",928000,1408,3000,0,"< 1940"
"228",3,"BENSONHURST              ","01  ONE FAMILY DWELLINGS","1",6856,13,NA,"A5"," 2416 84TH   STREET                        ",11214,1,0,1,1920,1," A5 ","3/3/15",945000,1776,2500,1,"< 1940"
"229",3,"BERGEN BEACH             ","01  ONE FAMILY DWELLINGS","1",8344,55,NA,"A9"," 1120 EAST 72ND STREET                     ",11234,1,0,1,1970,1," A9 ","11/2/15",575000,1960,2880,1,"1940 - 1979"
"230",3,"BERGEN BEACH             ","01  ONE FAMILY DWELLINGS","1",8365,54,NA,"A5"," 1336 EAST 66TH   STREET                   ",11234,1,0,1,2004,1," A5 ","5/29/15",570000,2400,2880,1,"> 1979"
"231",3,"BERGEN BEACH             ","01  ONE FAMILY DWELLINGS","1",8366,53,NA,"A9"," 12 BERGEN BEACH PLACE                     ",11234,1,0,1,1996,1," A9 ","4/6/15",582500,1750,2882,1,"> 1979"
"232",3,"BERGEN BEACH             ","01  ONE FAMILY DWELLINGS","1",8366,55,NA,"A9"," 16 BERGEN BEACH PLACE                     ",11234,1,0,1,1996,1," A9 ","9/15/15",675000,1750,2882,1,"> 1979"
